"id"|"description"|"possible_year"|"all_digits_pieces_from_text"|"description_digits_removed"|"desc_without_puct"|"short_words_removed"
"68"|67|"the data-centric revolution in networking 2003,scott shenker,vldb,"|"2003"|1|"the data-centric revolution in networking     ,scott shenker,vldb,"|"the data centric revolution in networking scott shenker vldb"|"the data centric revolution networking scott shenker vldb"
"69"|68|"\"cache-and-query for wide area sensor databases phillip b. gibbons , srinivasan seshan , suman kumar nath , amol deshpande sigmod conference\",,,2003"|"2003"|1|"\"cache-and-query for wide area sensor databases phillip b. gibbons , srinivasan seshan , suman kumar nath , amol deshpande sigmod conference\",,,    "|"cache and query for wide area sensor databases phillip b gibbons srinivasan seshan suman kumar nath amol deshpande sigmod conference"|"cache and query for wide area sensor databases phillip gibbons srinivasan seshan suman kumar nath amol deshpande sigmod conference"
"70"|69|"\"a cost model for clustered object-oriented databases zhao-hui tang , jean-robert gruser , georges gardarin vldb 1995\",,,"|"1995"|1|"\"a cost model for clustered object-oriented databases zhao-hui tang , jean-robert gruser , georges gardarin vldb     \",,,"|"a cost model for clustered object oriented databases zhao hui tang jean robert gruser georges gardarin vldb"|"cost model for clustered object oriented databases zhao hui tang jean robert gruser georges gardarin vldb"
"71"|70|"expiring data in a warehouse vldb,\"wilburt labio , jun yang , hector garcia-molina\",,1998"|"1998"|1|"expiring data in a warehouse vldb,\"wilburt labio , jun yang , hector garcia-molina\",,    "|"expiring data in a warehouse vldb wilburt labio jun yang hector garcia molina"|"expiring data warehouse vldb wilburt labio jun yang hector garcia molina"
"72"|71|"opportunities in information management and assurance xiaolei qian sigmod record,,,1997"|"1997"|1|"opportunities in information management and assurance xiaolei qian sigmod record,,,    "|"opportunities in information management and assurance xiaolei qian sigmod record"|"opportunities information management and assurance xiaolei qian sigmod record"
"73"|72|"\"finding data in the neighborhood andr√© eickler , alfons kemper , donald kossmann vldb\",,,1997"|"1997"|1|"\"finding data in the neighborhood andr√© eickler , alfons kemper , donald kossmann vldb\",,,    "|"finding data in the neighborhood andr√ eickler alfons kemper donald kossmann vldb"|"finding data the neighborhood andr√ eickler alfons kemper donald kossmann vldb"
"74"|73|"prefer : a system for the efficient execution of multi-parametric ranked queries sigmod conference,\"yannis papakonstantinou , vagelis hristidis , nick koudas\",,2001"|"2001"|1|"prefer : a system for the efficient execution of multi-parametric ranked queries sigmod conference,\"yannis papakonstantinou , vagelis hristidis , nick koudas\",,    "|"prefer a system for the efficient execution of multi parametric ranked queries sigmod conference yannis papakonstantinou vagelis hristidis nick koudas"|"prefer system for the efficient execution multi parametric ranked queries sigmod conference yannis papakonstantinou vagelis hristidis nick koudas"
"75"|74|"editor 's notes,ling liu,sigmod record,2002"|"2002"|1|"editor 's notes,ling liu,sigmod record,    "|"editor s notes ling liu sigmod record"|"editor notes ling liu sigmod record"
"76"|75|"rainbow : mapping-driven xquery processing system sigmod conference,\"mukesh mulchandani , elke a. rundensteiner , xin zhang , brian murphy , steffen christ\",,2002"|"2002"|1|"rainbow : mapping-driven xquery processing system sigmod conference,\"mukesh mulchandani , elke a. rundensteiner , xin zhang , brian murphy , steffen christ\",,    "|"rainbow mapping driven xquery processing system sigmod conference mukesh mulchandani elke a rundensteiner xin zhang brian murphy steffen christ"|"rainbow mapping driven xquery processing system sigmod conference mukesh mulchandani elke rundensteiner xin zhang brian murphy steffen christ"
"77"|76|"algebraic query optimisation for database programming languages vldb j.,\"carol small , alexandra poulovassilis\",,1996"|"1996"|1|"algebraic query optimisation for database programming languages vldb j.,\"carol small , alexandra poulovassilis\",,    "|"algebraic query optimisation for database programming languages vldb j carol small alexandra poulovassilis"|"algebraic query optimisation for database programming languages vldb carol small alexandra poulovassilis"
"78"|77|"static analysis techniques for predicting the behavior of active database rules,\"alexander aiken , jennifer widom , joseph m. hellerstein\",acm trans . database syst .,1995"|"1995"|1|"static analysis techniques for predicting the behavior of active database rules,\"alexander aiken , jennifer widom , joseph m. hellerstein\",acm trans . database syst .,    "|"static analysis techniques for predicting the behavior of active database rules alexander aiken jennifer widom joseph m hellerstein acm trans database syst"|"static analysis techniques for predicting the behavior active database rules alexander aiken jennifer widom joseph hellerstein acm trans database syst"
"79"|78|"\"the ores temporal database management system babis theodoulidis , george karvelis , jayant chaudhary , aziz ait-braham , simon sou , george andrianopoulos sigmod conference\",,,1994"|"1994"|1|"\"the ores temporal database management system babis theodoulidis , george karvelis , jayant chaudhary , aziz ait-braham , simon sou , george andrianopoulos sigmod conference\",,,    "|"the ores temporal database management system babis theodoulidis george karvelis jayant chaudhary aziz ait braham simon sou george andrianopoulos sigmod conference"|"the ores temporal database management system babis theodoulidis george karvelis jayant chaudhary aziz ait braham simon sou george andrianopoulos sigmod conference"
"80"|79|"\"magic conditions hamid pirahesh , inderpal singh mumick , raghu ramakrishnan , sheldon j. finkelstein 1996\",,acm trans . database syst .,"|"1996"|1|"\"magic conditions hamid pirahesh , inderpal singh mumick , raghu ramakrishnan , sheldon j. finkelstein     \",,acm trans . database syst .,"|"magic conditions hamid pirahesh inderpal singh mumick raghu ramakrishnan sheldon j finkelstein acm trans database syst"|"magic conditions hamid pirahesh inderpal singh mumick raghu ramakrishnan sheldon finkelstein acm trans database syst"
"81"|80|"l/mrp : a buffer management strategy for interactive continuous data flows in a multimedia dbms 1995,\"wolfgang klas , frank moser , achim kraiss\",vldb,"|"1995"|1|"l/mrp : a buffer management strategy for interactive continuous data flows in a multimedia dbms     ,\"wolfgang klas , frank moser , achim kraiss\",vldb,"|"l mrp a buffer management strategy for interactive continuous data flows in a multimedia dbms wolfgang klas frank moser achim kraiss vldb"|"mrp buffer management strategy for interactive continuous data flows multimedia dbms wolfgang klas frank moser achim kraiss vldb"
"82"|81|"\"ubiquitous , self-tuning , scalable servers peter m. spiro sigmod conference\",,,1998"|"1998"|1|"\"ubiquitous , self-tuning , scalable servers peter m. spiro sigmod conference\",,,    "|"ubiquitous self tuning scalable servers peter m spiro sigmod conference"|"ubiquitous self tuning scalable servers peter spiro sigmod conference"
"83"|82|"explaining differences in multidimensional aggregates sunita sarawagi vldb,,,1999"|"1999"|1|"explaining differences in multidimensional aggregates sunita sarawagi vldb,,,    "|"explaining differences in multidimensional aggregates sunita sarawagi vldb"|"explaining differences multidimensional aggregates sunita sarawagi vldb"
"84"|83|"\"a performance study of workfile disk management for concurrent mergesorts in a multiprocessor database system kun-lung wu , philip s. yu , james z. teng , jen-yao chung 1995\",,vldb,"|"1995"|1|"\"a performance study of workfile disk management for concurrent mergesorts in a multiprocessor database system kun-lung wu , philip s. yu , james z. teng , jen-yao chung     \",,vldb,"|"a performance study of workfile disk management for concurrent mergesorts in a multiprocessor database system kun lung wu philip s yu james z teng jen yao chung vldb"|"performance study workfile disk management for concurrent mergesorts multiprocessor database system kun lung philip james teng jen yao chung vldb"
"85"|84|"database in crisis and transition : a technical agenda for the year 2001 sigmod conference,david vaskevitch,,1994"|"2001|1994"|2|"database in crisis and transition : a technical agenda for the year      sigmod conference,david vaskevitch,,    "|"database in crisis and transition a technical agenda for the year sigmod conference david vaskevitch"|"database crisis and transition technical agenda for the year sigmod conference david vaskevitch"
"86"|85|"\"workflow automation : applications , technology , and research ( tutorial ) amit p. sheth 1995\",,sigmod conference,"|"1995"|1|"\"workflow automation : applications , technology , and research ( tutorial ) amit p. sheth     \",,sigmod conference,"|"workflow automation applications technology and research tutorial amit p sheth sigmod conference"|"workflow automation applications technology and research tutorial amit sheth sigmod conference"
"87"|86|"\"workshop on performance and architecture of web servers ( paws-2000 , held in conjection with sigmetrics-2000 ) krishna kant , prasant mohapatra sigmod record\",,,2000"|"2000|2000|2000"|3|"\"workshop on performance and architecture of web servers ( paws-     , held in conjection with sigmetrics-     ) krishna kant , prasant mohapatra sigmod record\",,,    "|"workshop on performance and architecture of web servers paws held in conjection with sigmetrics krishna kant prasant mohapatra sigmod record"|"workshop performance and architecture web servers paws held conjection with sigmetrics krishna kant prasant mohapatra sigmod record"
