label|ltable_id|rtable_id|possible_year.x|possible_year.y|short_words_removed.x|short_words_removed.y|fuzzy_similarity|fuzzy_similarity_sorted_tokens|fuzzy_similarity_partial_ratio|len_tokens_x|len_tokens_y|len_common_tokens|common_to_smaller_ratio|common_to_longer_ratio
|440|1902|1999|1996|world wide database integrating the web corba and databases kevin smith athman bouguettaya mourad ouzzani james beard lily hendra boualem benatallah sigmod conference|applying database visualization the world wide web masum hasan alberto mendelzon dimitra vista acm sigmod record|48|48|49|23|19|6|0.3157894736842105|0.2608695652173913
|2024|425|2000|2000|wsq dsq practical approach for combined querying databases and the web roy goldman jennifer widom sigmod conference|wsq dsq practical approach for combined querying databases and the web roy goldman jennifer widom international conference management data|86|84|91|19|22|18|0.9473684210526315|0.8181818181818182
|1218|2255|2000|1994|clustering categorical data approach based dynamical systems david gibson jon kleinberg prabhakar raghavan vldb|the impact global clustering spatial database systems thomas brinkhoff hans peter kriegel very large data bases|46|50|44|18|18|4|0.2222222222222222|0.2222222222222222
|609|1472|2000|1995|towards self tuning data placement parallel database systems sigmod conference mong lee beng chin ooi anirban mondal kian lee tan masaru kitsuregawa|managing intra operator parallelism parallel database systems manish mehta david dewitt very large data bases|49|51|53|23|17|5|0.29411764705882354|0.21739130434782608
|26|1431|1994|1994|database systems present and future philip bernstein vldb|database systems present and future very large data bases philip bernstein|81|84|76|10|13|9|0.9|0.6923076923076923
|2183|1317|1994|1994|odefs file system interface object oriented database narain gehani william roome jagadish vldb|taxonomy for secure object oriented databases martin olivier sebastiaan von solms acm transactions database systems tods|49|51|53|19|20|5|0.2631578947368421|0.25
|1452|619|2003|2002|book review column karl aberer sigmod record|book reviews karl aberer acm sigmod record|86|86|83|7|7|5|0.7142857142857143|0.7142857142857143
|716|2278|2003|2003|griddb database interface the grid sigmod conference david liu devesh parekh michael franklin|standards for databases the grid susan malaika andrew eisenberg jim melton acm sigmod record|45|53|46|17|15|3|0.2|0.17647058823529413
|427|1649|2003|1994|graphical query language for mobile information systems hui chang sigmod record|formal query languages for secure relational databases marianne winslett kenneth smith xiaolei qian acm transactions database systems tods|47|45|52|13|19|3|0.23076923076923078|0.15789473684210525
|252|1560|"2|1998"|1995|heterogeneous database query optimization universal datajoiner shivakumar venkataraman tian zhang vldb|aspect query optimization multidatabase systems chiang lee chia jung chen hongjun acm sigmod record|48|41|49|13|18|3|0.23076923076923078|0.16666666666666666
|823|459|1994|2000|the glue nail deductive database system design implementation and evaluation geoffrey phipps marcia derr shinichi morishita vldb|the implementation and performance compressed databases till westmann donald kossmann sven helmer guido moerkotte acm sigmod record|42|48|42|19|18|3|0.16666666666666666|0.15789473684210525
|1724|1763|"4|1997"|"4|1997"|intelligent access heterogeneous information sources report the workshop knowledge representation meets databases sigmod record manfred jeusfeld franz baader werner nutt|intelligent access heterogeneous information sources report the workshop knowledge representation meets databases franz baader manfred jeusfeld werner nutt acm sigmod record|86|99|87|24|25|24|1.0|0.96
|1540|2259|2001|1994|efficient index structures for string databases tamer kahveci ambuj singh vldb|join index hierarchies for supporting efficient navigations object oriented databases zhaohui xie jiawei han very large data bases|45|50|52|12|19|4|0.3333333333333333|0.21052631578947367
|1505|88|2003|1999|distributed deviation detection sensor networks sigmod record dimitrios gunopulos themistoklis palpanas dimitris papadopoulos vana kalogeraki|distributed transactions practice prabhu ram lyman pamela drew acm sigmod record|43|46|50|16|13|4|0.3076923076923077|0.25
|2261|1145|1995|1996|efficient maintenance materialized mediated views james guido moerkotte joachim schÃ subrahmanian sigmod conference|incremental maintenance externally materialized views martin staudt matthias jarke very large data bases|51|51|54|18|14|4|0.2857142857142857|0.2222222222222222
|1848|599|2002|2001|what will book review sigmod record paul grefen|book reviews karl aberer acm sigmod record|51|63|60|12|7|3|0.42857142857142855|0.25
|978|176|"3|1998"|1998|sap database application system tutorial alfons kemper florian matthes donald kossmann sigmod conference|java and relational databases tutorial sqlj international conference management data gray clossman phil shaw mark hapner johannes klein richard pledereder brian becker|43|48|46|15|24|2|0.13333333333333333|0.08333333333333333
|1891|942|1999|1997|bottom computation sparse and iceberg cubes sigmod conference kevin beyer raghu ramakrishnan|fast computation sparse datacubes kenneth ross divesh srivastava very large data bases|50|47|52|15|14|3|0.21428571428571427|0.2
|2402|87|2003|1999|relational data sharing peer based data management systems beng chin ooi yanfeng shu kian lee tan sigmod record|cost estimation user defined methods object relational database systems jihad boulos kinji ono acm sigmod record|53|55|54|18|18|5|0.2777777777777778|0.2777777777777778
|1181|2109|1996|2001|answering queries with aggregation using views jagadish shaul dar divesh srivastava alon levy vldb|answering queries using views survey alon halevy the vldb journal the international journal very large data bases|54|57|55|17|18|7|0.4117647058823529|0.3888888888888889
|778|594|1997|2001|infering structure semistructured data rajeev motwani serge abiteboul svetlozar nestorov sigmod record|describing semistructured data acm sigmod record luca cardelli|51|54|58|13|8|4|0.5|0.3076923076923077
|2561|1016|2001|1998|general techniques for querying xml documents using relational database system stratis viglas eugene shekita rajasekar krishnamurthy jayavel shanmugasundaram jeffrey naughton jerry kiernan igor tatarinov sigmod record|bulk loading techniques for object databases and application relational data very large data bases sihem amer yahia sophie cluet claude delobel|43|42|48|29|22|3|0.13636363636363635|0.10344827586206896
|1217|368|2001|2001|smooth distributed multimedia database system christian hanin roland tusch carmen riedler harald kosch margit lang szlÃ szÃ rmÃ nyi christian hofbauer alexander bachlechner vldb|standard for multimedia databases john smith international conference management data|43|46|53|26|13|1|0.07692307692307693|0.038461538461538464
|2550|2184|2000|2003|guest editorial malcolm atkinson vldb|guest editorial vijay atluri anupam joshi yelena yesha the vldb journal the international journal very large data bases|42|40|59|7|17|3|0.42857142857142855|0.17647058823529413
|992|940|1994|1997|optimizing queries files tova milo mariano consens sigmod conference|optimizing queries across diverse data sources very large data bases laura haas donald kossmann edward wimmers jun yang|49|46|53|11|19|2|0.18181818181818182|0.10526315789473684
|827|1162|1998|1997|sql open heterogeneous data access sigmod conference berthold reinwald hamid pirahesh|graphical interaction with heterogeneous databases the vldb journal the international journal very large data bases catarci santucci cardiff|44|43|54|11|20|2|0.18181818181818182|0.1
|2315|998|1996|1998|deeds towards distributed and active real time database system joakim eriksson jonas mellin sten andler mikael berndtsson bengt eftring rgen hansson sigmod record|secure buffering firm real time database systems binto george jayant haritsa very large data bases|48|50|54|25|17|3|0.17647058823529413|0.12
|2008|1630|2003|1994|description logics for semantic query optimization object oriented database systems claudio sartori sonia bergamaschi domenico beneventano acm trans database syst|unisql unified relational and object oriented database system won kim international conference management data|54|51|59|20|17|3|0.17647058823529413|0.15
|1255|368|2003|2001|standards for databases the grid sigmod record andrew eisenberg jim melton susan malaika|standard for multimedia databases john smith international conference management data|53|52|53|14|13|3|0.23076923076923078|0.21428571428571427
