"id"|"description"|"possible_year"|"all_digits_pieces_from_text"|"description_digits_removed"|"desc_without_puct"|"short_words_removed"
"1021"|1020|"incremental clustering for mining in a data warehousing environment,\"martin ester , hans-peter kriegel , j &#246; rg sander , michael wimmer , xiaowei xu\",very large data bases,1998"|"246|1998"|2|"incremental clustering for mining in a data warehousing environment,\"martin ester , hans-peter kriegel , j &#   ; rg sander , michael wimmer , xiaowei xu\",very large data bases,    "|"incremental clustering for mining in a data warehousing environment martin ester hans peter kriegel j rg sander michael wimmer xiaowei xu very large data bases"|"incremental clustering for mining data warehousing environment martin ester hans peter kriegel sander michael wimmer xiaowei very large data bases"
"1022"|1021|"selectivity estimation in extensible databases - a neural network approach,\"m. seetha lakshmi , shaoyu zhou\",very large data bases,1998"|"1998"|1|"selectivity estimation in extensible databases - a neural network approach,\"m. seetha lakshmi , shaoyu zhou\",very large data bases,    "|"selectivity estimation in extensible databases a neural network approach m seetha lakshmi shaoyu zhou very large data bases"|"selectivity estimation extensible databases neural network approach seetha lakshmi shaoyu zhou very large data bases"
"1023"|1022|"massive stochastic testing of sql very large data bases 1998,donald r. slutz,,"|"1998"|1|"massive stochastic testing of sql very large data bases     ,donald r. slutz,,"|"massive stochastic testing of sql very large data bases donald r slutz"|"massive stochastic testing sql very large data bases donald slutz"
"1024"|1023|"\"improving adaptable similarity query processing by using approximations mihael ankerst , bernhard braunm &#252; ller , hans-peter kriegel , thomas seidl very large data bases\",,,1998"|"252|1998"|2|"\"improving adaptable similarity query processing by using approximations mihael ankerst , bernhard braunm &#   ; ller , hans-peter kriegel , thomas seidl very large data bases\",,,    "|"improving adaptable similarity query processing by using approximations mihael ankerst bernhard braunm ller hans peter kriegel thomas seidl very large data bases"|"improving adaptable similarity query processing using approximations mihael ankerst bernhard braunm ller hans peter kriegel thomas seidl very large data bases"
"1025"|1024|"querying a multilevel database : a logical analysis,fr &#233; d &#233; ric cuppens,very large data bases,1996"|"233|233|1996"|3|"querying a multilevel database : a logical analysis,fr &#   ; d &#   ; ric cuppens,very large data bases,    "|"querying a multilevel database a logical analysis fr d ric cuppens very large data bases"|"querying multilevel database logical analysis ric cuppens very large data bases"
"1026"|1025|"\"selectivity estimation without the attribute value independence assumption viswanath poosala , yannis e. ioannidis 1997\",,very large data bases,"|"1997"|1|"\"selectivity estimation without the attribute value independence assumption viswanath poosala , yannis e. ioannidis     \",,very large data bases,"|"selectivity estimation without the attribute value independence assumption viswanath poosala yannis e ioannidis very large data bases"|"selectivity estimation without the attribute value independence assumption viswanath poosala yannis ioannidis very large data bases"
"1027"|1026|"\"a foundation for multi-dimensional databases marc gyssens , laks v. s. lakshmanan\",,very large data bases,1997"|"1997"|1|"\"a foundation for multi-dimensional databases marc gyssens , laks v. s. lakshmanan\",,very large data bases,    "|"a foundation for multi dimensional databases marc gyssens laks v s lakshmanan very large data bases"|"foundation for multi dimensional databases marc gyssens laks lakshmanan very large data bases"
"1028"|1027|"concurrent garbage collection in o2 very large data bases 1997,\"marcin skubiszewski , patrick valduriez\",,"|"2|1997"|2|"concurrent garbage collection in o  very large data bases     ,\"marcin skubiszewski , patrick valduriez\",,"|"concurrent garbage collection in o very large data bases marcin skubiszewski patrick valduriez"|"concurrent garbage collection very large data bases marcin skubiszewski patrick valduriez"
"1029"|1028|"recovering information from summary data 1997,\"christos faloutsos , h. v. jagadish , nikolaos sidiropoulos\",very large data bases,"|"1997"|1|"recovering information from summary data     ,\"christos faloutsos , h. v. jagadish , nikolaos sidiropoulos\",very large data bases,"|"recovering information from summary data christos faloutsos h v jagadish nikolaos sidiropoulos very large data bases"|"recovering information from summary data christos faloutsos jagadish nikolaos sidiropoulos very large data bases"
"1030"|1029|"\"critical database technologies for high energy physics david m. malon , edward n. may very large data bases 1997\",,,"|"1997"|1|"\"critical database technologies for high energy physics david m. malon , edward n. may very large data bases     \",,,"|"critical database technologies for high energy physics david m malon edward n may very large data bases"|"critical database technologies for high energy physics david malon edward may very large data bases"
"1031"|1030|"integrating reliable memory in databases 1997,\"wee teck ng , peter m. chen\",very large data bases,"|"1997"|1|"integrating reliable memory in databases     ,\"wee teck ng , peter m. chen\",very large data bases,"|"integrating reliable memory in databases wee teck ng peter m chen very large data bases"|"integrating reliable memory databases wee teck peter chen very large data bases"
"1032"|1031|"multiple-view self-maintenance in data warehousing environments nam huyn,,very large data bases,1997"|"1997"|1|"multiple-view self-maintenance in data warehousing environments nam huyn,,very large data bases,    "|"multiple view self maintenance in data warehousing environments nam huyn very large data bases"|"multiple view self maintenance data warehousing environments nam huyn very large data bases"
"1033"|1032|"garbage collection in object oriented databases using transactional cyclic reference counting 1997,\"srinivas ashwin , prasan roy , s. seshadri , abraham silberschatz , s. sudarshan\",very large data bases,"|"1997"|1|"garbage collection in object oriented databases using transactional cyclic reference counting     ,\"srinivas ashwin , prasan roy , s. seshadri , abraham silberschatz , s. sudarshan\",very large data bases,"|"garbage collection in object oriented databases using transactional cyclic reference counting srinivas ashwin prasan roy s seshadri abraham silberschatz s sudarshan very large data bases"|"garbage collection object oriented databases using transactional cyclic reference counting srinivas ashwin prasan roy seshadri abraham silberschatz sudarshan very large data bases"
"1034"|1033|"an efficient cost-driven index selection tool for microsoft sql server 1997,\"surajit chaudhuri , vivek r. narasayya\",very large data bases,"|"1997"|1|"an efficient cost-driven index selection tool for microsoft sql server     ,\"surajit chaudhuri , vivek r. narasayya\",very large data bases,"|"an efficient cost driven index selection tool for microsoft sql server surajit chaudhuri vivek r narasayya very large data bases"|"efficient cost driven index selection tool for microsoft sql server surajit chaudhuri vivek narasayya very large data bases"
"1035"|1034|"implementing abstract objects with inheritance in datalogneg very large data bases,hasan m. jamil,,1997"|"1997"|1|"implementing abstract objects with inheritance in datalogneg very large data bases,hasan m. jamil,,    "|"implementing abstract objects with inheritance in datalogneg very large data bases hasan m jamil"|"implementing abstract objects with inheritance datalogneg very large data bases hasan jamil"
"1036"|1035|"\"optimizing queries with universal quantification in object-oriented and object-relational databases jens clau &#223; en , alfons kemper , guido moerkotte , klaus peithner\",,very large data bases,1997"|"223|1997"|2|"\"optimizing queries with universal quantification in object-oriented and object-relational databases jens clau &#   ; en , alfons kemper , guido moerkotte , klaus peithner\",,very large data bases,    "|"optimizing queries with universal quantification in object oriented and object relational databases jens clau en alfons kemper guido moerkotte klaus peithner very large data bases"|"optimizing queries with universal quantification object oriented and object relational databases jens clau alfons kemper guido moerkotte klaus peithner very large data bases"
